,age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,recode_never_worked,had_missing_cat
18388,45,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,False,False
18389,56,Local-gov,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
18390,46,Private,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,unknown,<=50K,False,True
18391,35,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,False,False
18392,36,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,False,False
18393,50,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,False,False
18394,61,Private,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,0,0,21,United-States,<=50K,False,False
18395,63,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18396,41,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18397,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18398,45,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,False,False
18399,24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18400,34,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Germany,>50K,False,False
18401,27,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
18402,26,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States,<=50K,False,False
18403,27,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
18404,55,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18405,38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,False,False
18406,31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,False,False
18407,51,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,False,False
18408,56,Private,12th,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,False,False
18409,39,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18410,50,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,False,False
18411,21,Private,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
18412,37,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,<=50K,False,False
18413,34,unknown,10th,6,Divorced,unknown,Not-in-family,White,Male,0,0,40,Columbia,<=50K,False,True
18414,18,Private,12th,8,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K,False,False
18415,38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,>50K,False,False
18416,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,12,United-States,<=50K,False,False
18417,46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18418,19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K,False,False
18419,22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,Mexico,<=50K,False,False
18420,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,False,False
18421,83,Self-emp-not-inc,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,8,United-States,<=50K,False,False
18422,34,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,False,False
18423,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18424,33,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,False,False
18425,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,False,False
18426,25,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,False,False
18427,38,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18428,52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K,False,False
18429,33,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,False,False
18430,17,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,False,False
18431,52,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,False,False
18432,25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K,False,False
18433,17,Private,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,26,United-States,<=50K,False,False
18434,22,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,80,United-States,<=50K,False,False
18435,22,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,False,False
18436,58,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K,False,False
18437,39,Private,Some-college,10,Divorced,Sales,Other-relative,White,Female,0,0,35,United-States,<=50K,False,False
18438,59,Local-gov,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Poland,<=50K,False,False
18439,61,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18440,32,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,False,False
18441,50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K,False,False
18442,51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18443,43,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,45,unknown,<=50K,False,True
18444,20,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
18445,38,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K,False,False
18446,44,Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,False,False
18447,28,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,False,False
18448,50,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K,False,False
18449,53,Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,False,False
18450,42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,False,False
18451,47,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,India,<=50K,False,False
18452,39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,False,False
18453,38,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K,False,False
18454,34,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K,False,False
18455,40,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K,False,False
18456,63,Private,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,False,False
18457,53,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,False,False
18458,43,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,<=50K,False,False
18459,68,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,10,United-States,>50K,False,False
18460,22,unknown,7th-8th,4,Never-married,unknown,Unmarried,White,Female,0,0,40,Mexico,<=50K,False,True
18461,46,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K,False,False
18462,57,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,False,False
18463,38,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K,False,False
18464,66,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18465,29,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,False,False
18466,38,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
18467,35,Private,11th,7,Separated,Priv-house-serv,Unmarried,White,Female,0,0,8,Mexico,<=50K,False,False
18468,30,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,37,United-States,<=50K,False,False
18469,39,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,False,False
18470,31,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,False,False
18471,50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,False,False
18472,30,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,False,False
18473,25,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,False,False
18474,24,Private,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,France,<=50K,False,False
18475,45,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,United-States,<=50K,False,False
18476,64,Private,5th-6th,3,Separated,Other-service,Other-relative,White,Female,0,0,20,Cuba,<=50K,False,False
18477,61,Private,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,False,False
18478,42,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,False,False
18479,28,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,False,False
18480,53,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
18481,33,Self-emp-not-inc,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,7,United-States,<=50K,False,False
18482,34,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K,False,False
18483,41,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States,<=50K,False,False
18484,46,Private,Assoc-acdm,12,Widowed,Prof-specialty,Unmarried,White,Female,0,0,27,United-States,<=50K,False,False
18485,32,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,False,False
18486,41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18487,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,United-States,<=50K,False,False
18488,54,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,False,False
18489,33,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K,False,False
18490,20,unknown,HS-grad,9,Never-married,unknown,Own-child,White,Male,0,0,32,United-States,<=50K,False,True
18491,34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
18492,20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,unknown,<=50K,False,True
18493,17,unknown,HS-grad,9,Never-married,unknown,Own-child,Black,Male,0,0,40,United-States,<=50K,False,True
18494,45,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,<=50K,False,False
18495,21,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
18496,25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18497,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,<=50K,False,False
18498,17,Private,11th,7,Never-married,Craft-repair,Own-child,White,Female,0,0,15,United-States,<=50K,False,False
18499,35,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,False,False
18500,38,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18501,48,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,>50K,False,False
18502,25,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,Japan,<=50K,False,False
18503,57,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Cuba,<=50K,False,False
18504,32,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,False,False
18505,39,Local-gov,Bachelors,13,Separated,Prof-specialty,Not-in-family,Black,Male,0,0,30,United-States,<=50K,False,False
18506,23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K,False,False
18507,21,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,45,United-States,<=50K,False,False
18508,47,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,<=50K,False,False
18509,25,Private,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Dominican-Republic,<=50K,False,False
18510,18,unknown,11th,7,Never-married,unknown,Own-child,White,Female,0,0,35,United-States,<=50K,False,True
18511,19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,False,False
18512,24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,<=50K,False,False
18513,32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18514,28,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,False,False
18515,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,>50K,False,False
18516,21,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,False,False
18517,45,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,False,False
18518,17,unknown,12th,8,Never-married,unknown,Own-child,White,Female,0,0,25,United-States,<=50K,False,True
18519,55,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,False,False
18520,42,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,False,False
18521,49,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K,False,False
18522,38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18523,50,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
18524,47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K,False,False
18525,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,unknown,<=50K,False,True
18526,39,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Canada,>50K,False,False
18527,42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K,False,False
18528,32,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,Black,Female,0,0,50,United-States,<=50K,False,False
18529,55,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,45,United-States,<=50K,False,False
18530,37,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
18531,59,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
18532,56,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18533,33,Self-emp-not-inc,12th,8,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,<=50K,False,False
18534,35,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,False,False
18535,44,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K,False,False
18536,57,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,False,False
18537,31,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K,False,False
18538,18,Private,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K,False,False
18539,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K,False,False
18540,33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K,False,False
18541,18,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,<=50K,False,False
18542,47,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
18543,53,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,False,False
18544,59,Self-emp-not-inc,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,>50K,False,False
18545,35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,unknown,<=50K,False,True
18546,49,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18547,26,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
18548,25,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,England,<=50K,False,False
18549,36,State-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K,False,False
18550,29,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K,False,False
18551,52,Private,10th,6,Divorced,Other-service,Other-relative,White,Female,0,0,25,United-States,<=50K,False,False
18552,50,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,False,False
18553,22,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,False,False
18554,44,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,False,False
18555,32,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,False,False
18556,49,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,False,False
18557,31,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Mexico,<=50K,False,False
18558,33,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18559,50,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,United-States,<=50K,False,False
18560,62,unknown,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,0,0,40,United-States,<=50K,False,True
18561,46,unknown,HS-grad,9,Divorced,unknown,Not-in-family,White,Female,0,0,15,United-States,<=50K,False,True
18562,49,Federal-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K,False,False
18563,22,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,False,False
18564,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K,False,False
18565,58,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K,False,False
18566,21,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K,False,False
18567,67,Local-gov,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,False,False
18568,39,Self-emp-not-inc,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18569,52,Federal-gov,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
18570,25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
18571,27,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,>50K,False,False
18572,18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,False,False
18573,41,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K,False,False
18574,59,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,False,False
18575,23,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,Black,Male,0,0,44,United-States,<=50K,False,False
18576,42,Private,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,False,False
18577,54,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,>50K,False,False
18578,39,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K,False,False
18579,57,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18580,51,Private,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K,False,False
18581,31,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18582,24,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,45,United-States,<=50K,False,False
18583,35,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
18584,26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
18585,42,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,False,False
18586,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,False,False
18587,46,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,False,False
18588,38,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,United-States,<=50K,False,False
18589,51,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Canada,<=50K,False,False
18590,27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18591,33,unknown,Bachelors,13,Never-married,unknown,Not-in-family,Black,Male,0,0,45,unknown,<=50K,False,True
18592,22,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,>50K,False,False
18593,72,unknown,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,0,0,40,Cuba,<=50K,False,True
18594,25,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
18595,58,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K,False,False
18596,23,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K,False,False
18597,63,Private,5th-6th,3,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,19,Philippines,<=50K,False,False
18598,23,Private,9th,5,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
18599,75,Private,Preschool,1,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,48,Philippines,<=50K,False,False
18600,52,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K,False,False
18601,69,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,United-States,<=50K,False,False
18602,52,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,unknown,>50K,False,True
18603,40,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,False,False
18604,34,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,False,False
18605,21,State-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,<=50K,False,False
18606,30,Private,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K,False,False
18607,21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K,False,False
18608,44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,False,False
18609,40,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K,False,False
18610,33,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,37,United-States,<=50K,False,False
18611,22,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,False,False
18612,23,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K,False,False
18613,75,Self-emp-not-inc,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K,False,False
18614,55,Private,11th,7,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K,False,False
18615,24,unknown,Some-college,10,Never-married,unknown,Own-child,White,Male,0,0,20,United-States,<=50K,False,True
18616,31,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K,False,False
